,Year,Prodcom code,Commodity code,Prodcom Description,Commodity Description
6078,2025,23.12.14.10,70051005,"Non-wired sheets, of float, surface ground or polished glass, having a non-reflecting layer","Float glass and surface ground or polished glass, in sheets, having a non-reflecting layer, but not otherwise worked (excl. wired glass)"
6079,2025,23.12.14.11,70051025,"Non-wired sheets, of float, surface ground or polished glass, having an absorbent or reflective layer, of a thickness ≤ 3,5 mm","Float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass)"
6080,2025,23.12.14.12,70051030,"Non-wired sheets, of float, surface ground or polished glass, having an absorbent or reflecting layer, not otherwise worked, of a thickness > 3,5 mm","Float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass)"
6081,2025,23.12.14.12,70051080,"Non-wired sheets, of float, surface ground or polished glass, having an absorbent or reflecting layer, not otherwise worked, of a thickness > 3,5 mm","Float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of > 4,5 mm (excl. wired glass)"
6082,2025,23.12.20.10,70080020,Multiple-walled insulating units of glass,"Multiple-walled insulating units of glass, coloured throughout the mass, opacified, flashed or having an absorbent or reflective layer"
6083,2025,23.12.20.10,70080081,Multiple-walled insulating units of glass,"Insulating units consisting of two panels of glass sealed around the edges by an airtight joint and separated by a layer of air, other gases or a vacuum (excl. coloured throughout the mass, opacified, flashed or having an absorbent or reflective layer)"
6084,2025,23.12.20.10,70080089,Multiple-walled insulating units of glass,"Multiple-walled insulating glass consisting of two panels of glass with an interlayer of glass fibre, and multiple-walled insulating glass consisting of three or more panels of glass (excl. coloured throughout the mass, opacified, flashed or having an abs"
6085,2025,23.13.11.10,70102000,"Glass preserving jars, stoppers, lids and other closures (including stoppers and closures of any material presented with the containers for which they are intended)","Stoppers, lids and other closures, of glass"
6086,2025,23.13.11.10,70109010,"Glass preserving jars, stoppers, lids and other closures (including stoppers and closures of any material presented with the containers for which they are intended)","""Household preserving jars """"sterilising jars"""", of glass"""
6087,2025,23.13.11.20,70109021,Containers made from tubing of glass (excluding preserving jars),"Phials and other containers made from tubing of glass, of a kind used for the commercial packing of goods (excl. ampoules)"
6088,2025,23.13.11.30,70109031,"Glass containers of a nominal capacity ≥ 2,5 litres (excluding preserving jars)","Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of >= 2,5 l"
6089,2025,23.13.11.40,70109041,"Bottles of colourless glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 1 l but < 2,5 l"
6090,2025,23.13.11.40,70109043,"Bottles of colourless glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of > 0,33 l but < 1 l"
6091,2025,23.13.11.40,70109045,"Bottles of colourless glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,15 l to 0,33 l"
6092,2025,23.13.11.40,70109047,"Bottles of colourless glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of < 0,15 l"
6093,2025,23.13.11.50,70109051,"Bottles of coloured glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 1 l but < 2,5 l"
6094,2025,23.13.11.50,70109053,"Bottles of coloured glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of > 0,33 l but <= 1 l"
6095,2025,23.13.11.50,70109055,"Bottles of coloured glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,15 l to 0,33 l"
6096,2025,23.13.11.50,70109057,"Bottles of coloured glass of a nominal capacity < 2,5 litres, for beverages and foodstuffs (excluding bottles covered with leather or composition leather, infant’s feeding bottles)","Bottles of coloured glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of < 0,15 l"
6097,2025,23.13.11.60,70109061,"Glass containers for beverages and foodstuffs of a nominal capacity < 2,5 litres (excluding bottles, flasks covered with leather or composition leather, domestic glassware, vacuum flasks and vessels)","Carboys, flasks, jars, pots, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,25 l but < 2,5 l (excl. bottles)"
6098,2025,23.13.11.60,70109067,"Glass containers for beverages and foodstuffs of a nominal capacity < 2,5 litres (excluding bottles, flasks covered with leather or composition leather, domestic glassware, vacuum flasks and vessels)","Carboys, flasks, jars, pots, phials and other containers, of glass, of a kind used for the conveyance or packing of foodstuffs and beverages, of a nominal capacity of < 0,25 l (excl. bottles)"
6099,2025,23.13.11.70,70109071,"Glass containers for pharmaceutical products of a nominal capacity < 2,5 litres","Bottles, flasks, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of pharmaceutical products, of a nominal capacity of > 0,055 l but < 2,5 l (excl. ampoules, containers made from tubing, glass inners for conta"
6100,2025,23.13.11.70,70109079,"Glass containers for pharmaceutical products of a nominal capacity < 2,5 litres","Bottles, flasks, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of pharmaceutical products, of a nominal capacity of <= 0,055 l (excl. ampoules, containers made from tubing, glass inners for containers, with"
6101,2025,23.13.11.80,70109091,"Glass containers of a nominal capacity < 2,5 litres for the conveyance or packing of goods (excluding for beverages and foodstuffs, for pharmaceutical products, containers made from glass tubing)","Carboys, bottles, flasks, jars, pots, phials and other containers, of colourless glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of < 2,5 l (excl. containers for foodstuffs, beverages or pharmaceutical produc"
6102,2025,23.13.11.80,70109099,"Glass containers of a nominal capacity < 2,5 litres for the conveyance or packing of goods (excluding for beverages and foodstuffs, for pharmaceutical products, containers made from glass tubing)","Carboys, bottles, flasks, jars, pots, phials and other containers, of coloured glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of < 2,5 l (excl. containers for foodstuffs, beverages or pharmaceutical products"
6103,2025,23.13.12.20,70132210,"Drinking glasses (including stemware drinking glasses), other than of glass ceramics, of lead crystal, gathered by hand","Drinking glasses, stemware, of lead crystal, gathered by hand"
6104,2025,23.13.12.20,70133311,"Drinking glasses (including stemware drinking glasses), other than of glass ceramics, of lead crystal, gathered by hand","Drinking glasses of lead crystal, gathered by hand, cut or otherwise decorated (excl. stemware)"
6105,2025,23.13.12.20,70133319,"Drinking glasses (including stemware drinking glasses), other than of glass ceramics, of lead crystal, gathered by hand","Drinking glasses of lead crystal, gathered by hand (excl. cut or otherwise decorated and stemware)"
6106,2025,23.13.12.40,70132290,"Drinking glasses (including stemware drinking glasses), other than of glass ceramics, of lead crystal, gathered mechanically","Drinking glasses of lead crystal, stemware, gathered mechanically"
